City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
279,lyuban,15,BY,1635650896,80,52.7985,28.0048,41.0,10.4
280,meulaboh,100,ID,1635650897,90,4.1363,96.1285,77.22,10.04
281,mount gambier,90,AU,1635650897,51,-37.8333,140.7667,62.51,8.05
282,anshun,100,CN,1635650898,91,26.25,105.9333,53.01,6.64
283,plettenberg bay,50,ZA,1635650898,86,-34.0527,23.3716,59.52,2.42
284,newberg,1,US,1635650742,42,45.3001,-122.9732,54.82,1.01
285,anaconda,1,US,1635650898,84,46.1285,-112.9423,31.19,3.49
286,kumano,60,JP,1635650899,68,34.3442,132.5894,68.9,5.79
287,longyearbyen,75,SJ,1635650899,74,78.2186,15.6401,26.44,10.36
288,kagoro,100,NG,1635650900,46,9.6,8.3833,67.68,3.15
289,tonota,2,BW,1635650900,42,-21.4833,27.4833,70.57,7.78
290,hatillo,1,PR,1635650901,79,18.4863,-66.8254,77.02,5.61
291,sosva,91,RU,1635650901,98,59.1766,61.8558,11.32,2.24
292,aligudarz,25,IR,1635650901,57,33.4006,49.6949,49.1,3.09
293,charters towers,29,AU,1635650902,26,-20.1,146.2667,98.24,10.74
294,constitucion,100,CL,1635650756,83,-35.3333,-72.4167,55.09,9.91
295,poum,0,NC,1635650403,71,-20.2333,164.0167,76.35,3.0
296,klaksvik,99,FO,1635650903,87,62.2266,-6.589,47.98,1.66
297,praia da vitoria,100,PT,1635650654,93,38.7333,-27.0667,69.76,7.67
298,nizhnevartovsk,90,RU,1635650903,92,60.9344,76.5531,6.82,0.0
299,kysyl-syr,100,RU,1635650903,93,63.8986,122.7617,17.55,12.1
300,maykor,100,RU,1635650904,97,59.0059,55.88,32.05,5.23
301,yulara,100,AU,1635650904,39,-25.2406,130.9889,77.04,18.01
302,rundu,64,NA,1635650905,50,-17.9333,19.7667,74.82,4.74
303,puerto del rosario,0,ES,1635650905,79,28.5004,-13.8627,65.88,10.16
304,guangyuan,93,CN,1635650796,60,32.442,105.823,65.23,7.72
305,lufilufi,99,WS,1635650906,75,-13.8745,-171.5986,83.98,16.4
306,hasaki,90,JP,1635650906,74,35.7333,140.8333,63.28,11.48
307,beringovskiy,100,RU,1635650907,93,63.05,179.3167,10.08,19.64
308,pavlodar,100,KZ,1635650907,96,52.3,76.95,37.04,22.95
309,qui nhon,34,VN,1635650754,80,13.7667,109.2333,80.83,8.37
310,san patricio,0,US,1635650907,42,28.017,-97.5169,70.84,7.36
311,isla vista,90,US,1635650908,87,34.4133,-119.861,64.11,0.0
312,gravdal,100,NO,1635650908,93,68.1214,13.5031,47.5,11.07
313,sioux lookout,100,CA,1635650909,75,50.1001,-91.917,39.29,9.37
314,jaguaruna,100,BR,1635650909,90,-28.615,-49.0256,67.23,12.03
315,labuhan,61,ID,1635650910,63,-6.8844,112.2051,87.53,7.02
316,kushima,48,JP,1635650910,67,31.4583,131.2333,72.91,10.76
317,krasnomayskiy,45,RU,1635650910,82,57.6194,34.4099,43.95,7.52
318,turan,73,VN,1635650911,77,16.0678,108.2208,80.58,2.01
319,tuatapere,100,NZ,1635650911,72,-46.1333,167.6833,49.17,14.9
320,huarmey,71,PE,1635650912,85,-10.0681,-78.1522,63.61,5.64
321,ndele,100,CF,1635650912,72,8.4109,20.6473,71.08,2.75
322,broome,20,US,1635650705,96,42.2506,-75.833,52.68,1.01
323,buta,100,CD,1635650913,99,2.7858,24.73,68.65,1.1
324,brae,82,GB,1635650913,81,60.3964,-1.353,49.91,24.25
325,waipawa,0,NZ,1635650914,56,-41.4122,175.5153,57.94,18.19
326,mount isa,25,AU,1635650914,18,-20.7333,139.5,92.55,15.82
327,dumas,1,US,1635650837,32,35.8656,-101.9732,62.02,11.59
328,mahebourg,75,MU,1635650914,94,-20.4081,57.7,78.26,3.44
329,juan lacaze,0,UY,1635650915,86,-34.4342,-57.4381,70.12,9.13
330,airai,85,TL,1635650915,52,-8.9266,125.4092,77.34,1.61
331,livingston,100,GB,1635650915,96,55.9029,-3.5226,43.59,3.44
332,soyo,100,AO,1635650916,85,-6.1349,12.3689,76.93,9.04
333,montepuez,7,MZ,1635650916,88,-13.1256,38.9997,67.5,5.57
334,alberton,7,CA,1635650917,89,46.8168,-64.0654,48.09,8.5
335,las palmas,0,ES,1635650917,81,28.4204,-14.0131,62.82,8.08
336,poitiers,86,FR,1635650917,94,46.5833,0.3333,51.55,9.55
337,ugoofaaru,14,MV,1635650918,70,5.6667,73.0,82.15,10.54
338,oktyabrskiy,100,RU,1635650918,94,54.4815,53.471,44.53,7.92
339,san pedro,19,PH,1635650919,60,14.35,121.0167,87.1,15.79
340,kudahuvadhoo,27,MV,1635650919,72,2.6708,72.8944,83.5,16.91
341,hualmay,89,PE,1635650919,84,-11.0964,-77.6139,62.94,7.05
342,emerald,86,AU,1635650920,22,-23.5333,148.1667,91.54,12.66
343,linjiang,100,CN,1635650920,73,41.8069,126.9078,53.02,0.56
344,hervey bay,42,AU,1635650921,66,-25.2986,152.8535,82.51,26.33
345,ixtapa,9,MX,1635650921,95,20.7,-105.2,74.25,2.42
346,samarkand,100,UZ,1635650922,47,39.6542,66.9597,51.87,3.62
347,ternate,98,ID,1635650922,70,0.8,127.4,83.53,6.6
348,svetlogorsk,8,BY,1635650922,83,52.6333,29.7333,40.57,10.89
349,puerto suarez,55,BO,1635650923,80,-18.95,-57.8,76.06,5.77
350,shenjiamen,14,CN,1635650923,71,29.9576,122.298,67.84,10.96
351,cairns,30,AU,1635650924,63,-16.9167,145.7667,98.94,1.99
352,tezu,78,IN,1635650924,38,27.9167,96.1667,77.97,1.72
353,karwar,100,IN,1635650925,76,14.8,74.1333,80.37,6.15
354,maneadero,97,MX,1635650925,79,31.7167,-116.5667,62.42,3.02
355,lingao,90,CN,1635650925,84,19.9103,109.6859,78.22,13.04
356,vostok,68,RU,1635650926,56,46.4856,135.8833,45.34,3.94
357,clyde river,100,CA,1635650926,97,70.4692,-68.5914,29.79,21.68
358,kadoma,100,JP,1635650927,73,34.7333,135.5833,69.94,3.11
359,salinas,90,US,1635650751,90,36.6777,-121.6555,60.84,0.0
360,nanortalik,5,GL,1635650928,73,60.1432,-45.2371,34.02,4.07
361,alghero,40,IT,1635650928,88,40.5589,8.3181,62.69,4.61
362,puerto colombia,100,CO,1635650928,76,10.9878,-74.9547,75.29,1.48
363,kadiri,100,IN,1635650929,82,14.1167,78.1667,74.84,4.59
364,athabasca,0,CA,1635650929,55,54.7169,-113.2854,28.22,7.2
365,aklavik,98,CA,1635650930,87,68.2191,-135.0107,16.63,12.15
366,pecos,1,US,1635650930,22,31.4229,-103.4932,73.87,9.22
367,bogalusa,1,US,1635650930,93,30.791,-89.8487,56.7,0.0
368,xunchang,100,CN,1635650931,90,28.4543,104.715,58.86,1.41
369,haines junction,100,CA,1635650931,52,60.7522,-137.5108,40.95,12.66
370,lagoa,100,PT,1635650932,87,39.05,-27.9833,69.19,13.04
371,maryville,90,US,1635650758,99,35.7565,-83.9705,55.65,9.22
372,namatanai,100,PG,1635650932,76,-3.6667,152.4333,83.48,10.18
373,porto empedocle,100,IT,1635650933,77,37.2934,13.5264,66.72,2.3
374,chuy,3,UY,1635650933,92,-33.6971,-53.4616,63.9,8.7
375,misawa,100,JP,1635650933,58,40.6836,141.3597,60.87,1.23
376,along,3,IN,1635650934,50,28.1667,94.7667,73.13,0.58
377,sitka,40,US,1635650934,70,57.0531,-135.33,44.49,5.75
378,khrebtovaya,100,RU,1635650934,89,56.7032,104.2494,33.01,6.8
379,ilulissat,75,GL,1635650935,75,69.2167,-51.1,35.62,16.11
380,morgan city,0,US,1635650935,78,29.6994,-91.2068,55.04,2.64
381,abu dhabi,0,AE,1635650811,73,24.4667,54.3667,78.82,4.61
382,sucre,58,BO,1635650936,70,-19.0333,-65.2627,57.76,2.82
383,kaniama,99,CD,1635650936,95,-7.5667,24.1833,67.12,3.36
384,flinders,3,AU,1635650937,59,-34.5833,150.8552,69.06,10.89
385,porbandar,19,IN,1635650785,68,21.6422,69.6093,69.78,0.0
386,iralaya,96,HN,1635650937,81,15.0,-83.2333,78.69,15.23
387,caravelas,82,BR,1635650937,88,-17.7125,-39.2481,72.39,5.64
388,tautira,37,PF,1635650938,72,-17.7333,-149.15,82.42,16.91
389,mayumba,100,GA,1635650938,89,-3.432,10.6554,76.78,4.85
390,prescott,1,US,1635650790,38,34.54,-112.4685,54.5,1.99
391,nizwa,0,OM,1635650939,26,22.9333,57.5333,76.64,5.03
392,champerico,100,GT,1635650939,80,14.3,-91.9167,80.29,3.09
393,jabinyanah,97,TN,1635650940,68,35.035,10.9081,71.4,9.71
394,hovd,100,MN,1635650940,35,48.0056,91.6419,40.06,5.44
395,ler,10,SS,1635650719,77,8.3018,30.1418,72.01,1.48
396,mogok,3,MM,1635650941,89,22.9167,96.5,69.78,1.01
397,vao,59,NC,1635650941,69,-22.6667,167.4833,72.14,5.1
398,amor,95,PT,1635650942,96,39.804,-8.8598,69.33,14.09
399,nadvoitsy,99,RU,1635650942,87,63.8667,34.3167,42.91,11.27
400,adrar,100,MR,1635650943,19,20.5022,-10.0711,76.96,10.58
401,cap malheureux,4,MU,1635650943,74,-19.9842,57.6142,78.48,4.0
402,bubaque,100,GW,1635650944,76,11.2833,-15.8333,79.57,5.39
403,diamantino,86,BR,1635650944,77,-14.4086,-56.4461,77.76,1.43
404,vanimo,99,PG,1635650945,82,-2.6741,141.3028,83.08,5.97
405,teya,100,RU,1635650945,82,60.3778,92.6267,19.74,11.41
406,bambanglipuro,100,ID,1635650945,74,-7.95,110.2833,83.91,8.37
407,taksimo,99,RU,1635650946,54,56.3444,114.8794,24.62,1.45
408,usinsk,91,RU,1635650946,94,65.9939,57.5281,7.81,8.23
409,udachnyy,100,RU,1635650946,93,66.4167,112.4,22.5,13.53
410,asfi,33,MA,1635650947,80,32.2994,-9.2372,64.38,2.39
411,vila franca do campo,100,PT,1635650947,94,37.7167,-25.4333,74.19,14.07
412,petersburg,56,US,1635650948,91,37.2279,-77.4019,55.94,6.29
413,hoa binh,100,VN,1635650948,92,20.8133,105.3383,69.69,1.7
414,opuwo,15,NA,1635650948,25,-18.0607,13.84,65.23,2.17
415,taganak,100,PH,1635650949,73,6.0833,118.3,82.54,2.66
416,conde,0,BR,1635650949,78,-7.2597,-34.9075,76.46,6.91
417,araouane,97,ML,1635650950,25,18.9048,-3.5265,80.69,10.25
418,port macquarie,70,AU,1635650950,50,-31.4333,152.9167,69.76,10.16
419,seoul,75,KR,1635650838,57,37.5683,126.9778,65.77,2.3
420,ongandjera,21,NA,1635650951,21,-17.8833,15.0667,71.64,1.45
421,wellington,0,NZ,1635650885,72,-41.2866,174.7756,60.57,7.0
422,batsfjord,100,NO,1635650951,74,70.6345,29.7185,38.86,8.59
423,rocha,4,UY,1635650952,98,-34.4833,-54.3333,60.73,6.73
424,mezen,100,RU,1635650952,99,65.8522,44.24,32.92,4.45
425,baherden,42,TM,1635650952,43,38.4362,57.4316,53.53,4.36
426,nioki,93,CD,1635650953,94,-2.7167,17.6833,70.41,2.35
427,mangrol,41,IN,1635650953,44,21.1167,70.1167,76.26,11.16
428,pak phanang,100,TH,1635650954,80,8.3511,100.202,84.04,4.38
429,el dorado,100,US,1635650954,97,38.7666,-120.5177,58.62,1.52
430,pahrump,93,US,1635650955,28,36.2083,-115.9839,75.11,1.01
431,hermosillo,0,MX,1635650764,37,29.0667,-110.9667,79.38,1.01
432,kutum,88,SD,1635650955,26,14.2,24.6667,71.58,7.74
433,aleksandrow kujawski,5,PL,1635650955,71,52.8766,18.6935,47.26,8.66
434,krasnoarmeysk,6,RU,1635650956,83,51.0239,45.6969,39.06,8.81
435,estelle,0,US,1635650956,82,29.8458,-90.1067,60.78,5.86
436,palmer,100,US,1635650957,96,42.1584,-72.3287,58.46,7.38
437,gumdag,74,TM,1635650957,52,39.2061,54.5906,53.37,11.99
438,riyadh,0,SA,1635650673,41,24.6877,46.7219,71.74,6.11
439,challans,89,FR,1635650957,85,46.8436,-1.8749,55.6,19.86
440,vwawa,86,TZ,1635650958,53,-9.1167,32.9333,66.9,2.57
441,bathsheba,40,BB,1635650958,69,13.2167,-59.5167,81.21,14.97
442,chicama,91,PE,1635650959,81,-7.8447,-79.1469,64.8,5.91
443,snasa,100,NO,1635650959,83,64.2457,12.3778,45.12,6.69
444,richmond,90,US,1635650778,89,37.5538,-77.4603,55.27,11.5
445,isiro,100,CD,1635650960,99,2.7739,27.616,65.86,1.34
446,quba,94,AZ,1635650960,90,41.3626,48.5152,45.57,2.24
447,hami,100,CN,1635650960,38,42.8,93.45,53.42,7.02
448,nouadhibou,20,MR,1635650961,83,20.931,-17.0347,67.98,9.22
449,majene,84,ID,1635650961,66,-3.5403,118.9707,84.63,4.03
450,la ronge,90,CA,1635650962,64,55.1001,-105.2842,34.02,13.8
451,mankono,94,CI,1635650962,88,8.0586,-6.1897,72.27,2.68
452,mildura,1,AU,1635650963,21,-34.2,142.15,73.36,5.75
453,the hammocks,1,US,1635650963,81,25.6715,-80.4445,73.99,4.61
454,novopskov,0,UA,1635650963,74,49.5464,39.0899,39.51,3.71
455,isehara,75,JP,1635650964,66,35.3906,139.3078,63.66,1.99
456,bima,99,ID,1635650964,53,-8.4667,118.7167,91.29,4.23
457,avera,97,US,1635650964,85,33.194,-82.5271,58.51,11.68
458,san lorenzo,21,PY,1635650965,83,-25.3333,-57.5333,69.17,3.44
459,nagua,5,DO,1635650965,86,19.3832,-69.8474,74.35,5.14
460,djibo,77,BF,1635650965,19,14.1022,-1.6306,84.13,7.74
461,valparaiso,90,CL,1635650966,87,-33.0393,-71.6273,55.04,4.61
462,merauke,57,ID,1635650966,75,-8.4667,140.3333,83.68,14.23
463,padang,100,ID,1635650532,91,-0.9492,100.3543,82.45,4.32
464,eureka,24,US,1635650967,96,40.8021,-124.1637,59.74,4.52
465,guanica,0,PR,1635650967,84,17.9716,-66.908,76.91,6.17
466,thinadhoo,76,MV,1635650968,75,0.5333,72.9333,83.16,21.32
467,elizabeth city,1,US,1635650968,84,36.2946,-76.2511,57.97,5.75
468,blackpool,100,GB,1635650968,86,53.8167,-3.05,48.74,20.83
469,paamiut,100,GL,1635650969,88,61.994,-49.6678,32.45,6.78
470,wailuku,20,US,1635650969,61,20.8911,-156.5047,82.58,9.22
471,krasnogorskiy,100,RU,1635650970,92,54.6025,61.231,39.25,9.06
472,burnie,100,AU,1635650970,53,-41.0667,145.9167,61.95,14.03
473,iranshahr,0,IR,1635650970,26,27.2025,60.6848,66.54,0.0
474,ramanuj ganj,18,IN,1635650971,52,23.8,83.7,70.41,1.48
475,tura,0,IN,1635650971,56,25.5198,90.2201,74.39,2.01
476,kungurtug,46,RU,1635650972,44,50.5994,97.5228,36.16,2.33
477,emba,40,KZ,1635650972,78,48.8264,58.1442,36.88,8.61
478,batagay-alyta,90,RU,1635650972,87,67.8006,130.4114,-8.21,2.73
479,huanan,100,CN,1635650973,30,46.2167,130.5167,40.5,7.09
480,tahoua,67,NE,1635650973,16,14.8888,5.2692,80.19,9.4
481,wawa,100,NG,1635650973,53,9.9022,4.4192,75.33,2.62
482,faya,1,SA,1635650974,62,18.3851,42.4509,55.51,6.02
483,pangai,7,TO,1635650974,71,-19.8,-174.35,76.87,13.27
484,qasigiannguit,100,GL,1635650975,72,68.8193,-51.1922,35.85,14.58
485,kavieng,94,PG,1635650975,74,-2.5744,150.7967,83.55,12.41
486,ko samui,75,TH,1635650975,94,9.5357,99.9357,78.71,1.14
487,shelburne,100,CA,1635650976,100,44.0787,-80.2041,45.05,5.28
488,marzuq,42,YE,1635650976,67,14.4,46.4667,70.03,4.16
489,jining,93,CN,1635650977,49,35.405,116.5814,67.19,3.58
490,santa rosa,16,PH,1635650977,60,14.3122,121.1114,87.85,16.42
491,san buenaventura,0,MX,1635650977,27,27.0833,-101.5333,72.18,2.04
492,norman wells,3,CA,1635650978,81,65.282,-126.8329,19.67,8.23
493,krasnoselkup,100,RU,1635650978,95,65.7,82.4667,11.95,11.34
494,olafsvik,60,IS,1635650979,76,64.8945,-23.7142,40.15,23.64
495,xuddur,78,SO,1635650979,89,4.1213,43.8894,70.43,13.27
496,umm kaddadah,30,SD,1635650979,24,13.6017,26.6876,83.75,14.27
497,sandviken,100,SE,1635650977,88,60.6167,16.7667,45.7,3.56
498,jinji,100,CN,1635650980,91,23.2281,110.8261,67.73,3.76
499,khash,3,IR,1635650980,25,28.2211,61.2158,61.12,3.85
500,kasongo-lunda,100,CD,1635650981,99,-6.4667,16.8167,68.13,1.03
501,flic en flac,5,MU,1635650981,75,-20.2742,57.3631,72.16,4.79
502,kuryk,0,KZ,1635650982,76,43.2,51.65,49.08,7.61
503,camacha,44,PT,1635650982,82,33.0833,-16.3333,67.53,8.41
504,erzin,85,TR,1635650982,67,36.9559,36.2,59.72,6.22
505,bilgoraj,2,PL,1635650983,73,50.5411,22.722,43.38,8.57
506,vikulovo,95,RU,1635650983,96,56.8167,70.6107,23.54,9.4
507,guantanamo,98,CU,1635650984,93,20.1444,-75.2092,80.17,0.89
508,portree,98,GB,1635650984,87,57.4129,-6.1942,46.15,5.26
509,tual,87,ID,1635650985,72,-5.6667,132.75,83.43,7.18
510,zhezkazgan,78,KZ,1635650985,77,47.8043,67.7144,41.04,15.26
511,fuyang,92,CN,1635650985,42,32.9,115.8167,71.64,6.64
512,mandalgovi,2,MN,1635650986,54,45.7625,106.2708,32.47,12.39
513,maraa,70,BR,1635650986,85,-1.8333,-65.3667,76.68,2.13
514,salalah,0,OM,1635650987,47,17.0151,54.0924,77.09,6.91
515,sao raimundo das mangabeiras,66,BR,1635650987,56,-7.0219,-45.4811,80.92,4.16
516,pouebo,5,NC,1635650988,61,-20.4,164.5667,80.58,2.24
517,channapatna,100,IN,1635650988,84,12.65,77.2167,75.92,7.11
518,toccoa,1,US,1635650988,94,34.5773,-83.3324,53.24,6.91
519,grajau,13,BR,1635650989,73,-5.8194,-46.1386,75.72,3.83
520,panzhihua,99,CN,1635650989,88,26.5851,101.7128,62.22,0.78
521,mahad,8,IN,1635650990,65,18.0833,73.4167,80.65,4.76
522,binzhou,56,CN,1635650990,43,37.3667,118.0167,63.27,7.47
523,kolosovka,99,RU,1635650990,94,56.4678,73.611,25.95,8.84
524,wyndham,20,US,1635650991,89,37.6985,-77.6125,55.2,1.01
525,mayya,21,RU,1635650991,80,61.7333,130.2811,14.2,6.78
526,tevaitoa,35,PF,1635650992,70,-16.7833,-151.5,78.08,15.66
527,belaya kholunitsa,100,RU,1635650992,99,58.84,50.8528,35.91,5.95
528,oga,100,IT,1635650993,96,46.4631,10.347,36.14,3.98
529,hoi an,71,VN,1635650742,79,15.8794,108.335,80.53,0.36
530,te anau,69,NZ,1635650993,60,-45.4167,167.7167,53.62,6.58
531,katsuura,95,JP,1635650994,77,35.1333,140.3,64.11,7.78
532,sikonge,81,TZ,1635650994,57,-5.6333,32.7667,70.5,2.26
533,great falls,20,US,1635650994,90,47.5002,-111.3008,29.68,0.0
534,requena,100,ES,1635650995,83,39.4883,-1.1004,59.49,31.0
535,sur,8,OM,1635650995,62,22.5667,59.5289,81.59,10.89
536,xihe,99,CN,1635650996,42,31.6864,113.4659,70.86,1.05
537,toamasina,78,MG,1635650996,85,-18.1667,49.3833,73.38,2.48
538,sakaiminato,20,JP,1635650997,56,35.55,133.2333,71.58,8.05
539,muscat,2,OM,1635650745,48,23.6139,58.5922,73.42,4.14
540,pangody,100,RU,1635650997,93,65.85,74.4859,11.84,15.48
541,prainha,10,BR,1635650998,84,-1.8,-53.48,75.54,1.1
542,nichinan,73,JP,1635650998,73,31.6,131.3667,72.55,14.52
543,teguldet,100,RU,1635650998,64,57.3064,88.1667,26.87,7.14
544,cabedelo,9,BR,1635650999,75,-6.9811,-34.8339,77.67,11.74
545,dubbo,0,AU,1635650999,18,-32.25,148.6167,77.61,7.45
546,hun,30,LY,1635650999,39,29.1268,15.9477,65.71,4.65
547,mackay,11,AU,1635651000,66,-21.15,149.2,83.14,10.89
548,kapuskasing,1,CA,1635651000,93,49.4169,-82.4331,33.8,2.3
549,narauli,0,IN,1635651001,42,28.5,78.7167,71.26,5.86
550,parry sound,100,CA,1635650754,87,45.3501,-80.033,46.45,3.89
551,dangriga,100,BZ,1635651002,76,16.9692,-88.2321,75.97,8.23
552,mahon,75,ES,1635651002,94,39.8885,4.2658,70.36,8.05
553,kyabe,100,TD,1635651003,55,9.4515,18.9449,74.46,2.8
554,apud,52,PH,1635651004,56,13.1393,123.2916,86.77,4.21
555,carrollton,1,US,1635650983,43,32.9537,-96.8903,64.11,4.61
556,chakwal,0,PK,1635651005,28,32.9334,72.8585,70.56,3.6
557,pinhao,100,BR,1635651006,97,-25.6956,-51.6597,59.29,6.51
558,burgthann,91,DE,1635651006,67,49.352,11.3115,49.77,5.06
